PuzzleId,Rating,FEN,Moves,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
Pr8Wh,1003,2kr4/ppp2ppp/8/3NP3/2P2P2/P4n2/KP2p2P/3R4 w - - 0 22,d5e7 c8b8 d1d8,78,89,382,backRankMate deflection discoveredAttack endgame mate mateIn2 short,https://lichess.org/U7IPLYCs/black#42,
REa2I,1003,6rk/1Np1Q1pp/8/1P1Bp3/3p4/3q2P1/7P/5R1K b - - 1 42,d3f1,195,100,13,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/pAXzpkzH#83,
b51EI,1003,r3r1k1/pp3pp1/3q2p1/3R2Q1/1P6/5R1P/P4PP1/6K1 b - - 0 31,e8e1,76,100,93,endgame mate mateIn1 oneMove,https://lichess.org/MqcKXQrr#61,
30mSI,1003,8/p6p/3p2pk/2n2p2/q3p1PP/2Q1P3/3K1P2/1b3B1R w - - 1 31,g4g5 h6h5 f1e2,93,100,35,endgame mate mateIn2 short,https://lichess.org/jL7EQjMp/black#60,
BC4lo,1003,3n1r2/p1q1k3/1p5p/6p1/4p1P1/3BP1PP/2P4K/1R1Q3R b - - 0 26,f8f2 h2g1 c7g3,85,95,2608,deflection mate mateIn2 middlegame short,https://lichess.org/RHDZENGY#51,
k7zTK,1003,5r1k/1pr5/2pq1pQ1/p7/4R3/6PP/PP3P1K/8 w - - 1 29,e4h4 c7h7 g6h7,78,95,3572,endgame mate mateIn2 short,https://lichess.org/aNAOYCdQ/black#56,
5amGx,1003,8/p7/8/R3p1k1/1P2P1N1/P5KP/6P1/1r4b1 b - - 6 43,b1b3 g4e3 b3e3,116,54,25,endgame mate mateIn2 short,https://lichess.org/FZAEOoK3#85,
pXxst,1004,r1b1k1nB/ppp4p/2nb1p2/1B1p4/7q/1P2pN2/P1PP2PP/RN1Q1K1R b q - 1 9,h4f2,81,95,1231,mate mateIn1 middlegame oneMove,https://lichess.org/TqJ1WvCn#17,
ABaQA,1004,r6k/1R6/2pp2Qp/4b3/p1P1P3/P2P1P1P/3q4/6RK b - - 0 33,d2h2,189,11,7,endgame mate mateIn1 oneMove,https://lichess.org/Bf5G8Il1#65,
brkY6,1004,5bk1/5p1p/4p1p1/4P3/p2rNP2/5K2/8/7R w - - 0 39,e4f6 g8g7 h1h7,76,100,82,endgame hookMate mate mateIn2 short,https://lichess.org/ucTsZKKv/black#76,
wSr5x,1004,7k/1b5n/p2p2P1/1p2p2N/4P1KP/P2r4/BPrp4/6R1 w - - 3 34,g6g7,85,94,1988,advancedPawn mate mateIn1 middlegame oneMove,https://lichess.org/tbvqpp3f/black#66,
JKdbm,1004,2kr4/1p1b1p1p/1qnQr1pB/1pn1p3/2P5/2P1P3/4BPPP/R4RK1 w - - 1 24,a1a8 c6b8 d6b8,132,82,13,master mate mateIn2 middlegame queensideAttack short,https://lichess.org/Eui2qvxX/black#46,
J4D5D,1004,r1b1k2r/pp1p1pR1/3Qp2p/2p1b3/2P5/3B4/PP3P1q/2K3R1 w kq - 0 18,g7g8 h8g8 g1g8,77,86,697,mate mateIn2 middlegame short,https://lichess.org/TvlnTxMT/black#34,Nimzo-Indian_Defense Nimzo-Indian_Defense_Leningrad_Variation
AmWjZ,1004,N1bk3r/pp4pp/3p4/4p3/2Pn3P/5Qq1/PP4P1/R4BKR b - - 2 15,d4f3,136,64,26,kingsideAttack mate mateIn1 middlegame oneMove pin,https://lichess.org/gfM2BsZb#29,Englund_Gambit_Complex Englund_Gambit_Complex_Felbecker_Gambit
vD8hH,1004,1Qrkr3/6pq/8/2Pp1pp1/8/2P3PP/PP4P1/5RK1 w - - 0 32,b8d6,88,95,284,endgame mate mateIn1 oneMove,https://lichess.org/5GjCWl2i/black#62,
2Q24H,1004,3r1k1r/p3bp1p/b1p3p1/n7/3Qpq2/P6B/1PPN1PPP/R3K2R w KQ - 1 23,d4h8,80,94,329,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/KpicU7Rr/black#44,
7cnfs,1004,r4k1r/5pp1/2p5/p3N2p/2Q1nP2/P3q3/2P1b1PP/R4R1K w - - 0 21,c4f7,76,98,2010,master mate mateIn1 middlegame oneMove,https://lichess.org/32f04XDs/black#40,
UtAnb,1004,6k1/1r1N2bp/3p2p1/2pPp3/1p4Q1/5P1P/6PK/2q5 w - - 6 32,g4e6 g8h8 e6e8 g7f8 e8f8,78,86,410,endgame long mate mateIn3,https://lichess.org/3Cejosqu/black#62,
U5QkX,1004,2k2r2/ppp5/8/3Q4/2N1P3/3P4/PP2nPPK/R7 b - - 0 24,f8h8 d5h5 h8h5,85,51,280,anastasiaMate endgame mate mateIn2 short,https://lichess.org/dqChTNcj#47,
mRpNb,1004,4Q3/6pk/1b2Nq1p/p7/8/5N2/5RPP/6K1 b - - 0 32,f6a1 f3e1 a1e1,77,96,543,endgame mate mateIn2 pin short,https://lichess.org/F81Rf12l#63,
Mtltg,1005,8/p4rk1/1pQ4p/2p3p1/5q2/PNPnrP2/3N2K1/7R w - - 4 36,c6h6 g7g8 h6h8,76,88,93,mate mateIn2 middlegame short,https://lichess.org/Lo6e0dMs/black#70,
1ba9O,1005,8/1R5p/3B4/4PkpN/8/6PK/3r3P/8 b - - 1 51,g5g4 h3h4 d2h2,82,87,436,deflection endgame mate mateIn2 short,https://lichess.org/qZSjhL5B#101,
44QVb,1005,r1b2rk1/1p2nqp1/2n1p2B/p2pP1Q1/N7/P3R3/1P3PPP/1BR3K1 b - - 4 23,f7f2 g1h1 f2f1 c1f1 f8f1,79,96,2921,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/hfms3Y0F#45,
oeeKo,1005,6k1/6bp/3P4/5Q2/3p1P2/4q3/5BPP/6K1 b - - 2 46,e3c1 f2e1 c1e1,83,50,57,endgame mate mateIn2 short,https://lichess.org/NhqvHwkE#91,
YPQZH,1005,rn3k2/4qp2/p4QB1/1p1p4/6NP/8/PP3P2/6K1 w - - 0 27,f6h8,88,94,1376,endgame mate mateIn1 oneMove,https://lichess.org/puguLUoj/black#52,
x7SRk,1005,5rk1/2RR3p/p6r/6K1/7P/6P1/8/8 b - - 4 40,h6g6 g5h5 f8f5,89,94,92,endgame mate mateIn2 rookEndgame short,https://lichess.org/54VdYHGm#79,
41G45,1005,5Q2/p2k2pp/2p1p3/3p4/2P5/8/PqB2PPP/RN4K1 b - - 0 19,b2c1 c2d1 c1d1,81,96,7414,backRankMate endgame fork mate mateIn2 short,https://lichess.org/FNkUhlg8#37,
aWUZf,1005,r4bnr/pp2kppp/2p1b3/1N2P2q/P2QP3/6P1/1PPP4/R1B1KB2 w Q - 0 16,d4d6 e7e8 b5c7,77,99,1061,mate mateIn2 middlegame short,https://lichess.org/Cr5s7ziV/black#30,Zukertort_Opening Zukertort_Opening_Ross_Gambit
vYPl2,1005,5r2/3Q2pk/6p1/1p1p2B1/1PpP4/8/q5PP/2R3K1 b - - 0 29,a2f2 g1h1 f2f1 c1f1 f8f1,74,99,611,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/0rxKGEA7#57,
oCGwm,1005,r2q2k1/1pp1pr2/3p2p1/6P1/p3PP2/2BP4/PPP5/R3K2R w KQ - 0 21,h1h8,126,60,31,endgame mate mateIn1 oneMove,https://lichess.org/6YzJ0MIW/black#40,
aqsrL,1005,r1bqk3/1p1p1p2/3bp1p1/p1p1P3/2Bn1Q1r/8/PPPP2PP/R1B2RK1 w q - 0 15,f4f7,78,86,93,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/JeTXFmgS/black#28,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
QoFl7,1005,3rk1r1/p1R1pp1Q/8/5b2/P2n4/1P6/5P1K/8 w - - 5 40,h7g8,105,100,46,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/5oZMozZ1/black#78,
mFL6D,1005,6r1/p1pq1p1k/2p2P2/5p2/4p1P1/8/PPPB1R2/6K1 w - - 0 31,f2h2 h7g6 h2h6,80,93,482,endgame mate mateIn2 short,https://lichess.org/T5z9YSAq/black#60,
x8YkV,1005,r5k1/p5p1/1p2Nr2/5p2/4p3/2Pn4/PP4R1/1K5R w - - 1 30,g2g7,97,83,164,endgame mate mateIn1 oneMove,https://lichess.org/NfNaifxk/black#58,
cCmQO,1005,r2q1rk1/1pp2pp1/p2p1b1p/5Q2/1n2NP2/3B2P1/PPP4P/2KR3R w - - 3 17,e4f6 d8f6 f5h7,96,94,2700,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/eJf8dj3l/black#32,Philidor_Defense Philidor_Defense_Exchange_Variation
vrBWa,1005,5k2/4bp2/p3bQ2/q5p1/P1p1Pp2/2P2P2/2B2PK1/1N6 w - - 6 38,f6h8,80,80,401,endgame master mate mateIn1 oneMove,https://lichess.org/vIoCN5CH/black#74,
lsNz9,1006,3r2k1/pp3pp1/5q1p/2p5/3rR3/1P1Q1P1P/P5P1/4R1K1 w - - 0 25,e4e8 d8e8 e1e8,76,100,670,endgame mate mateIn2 short,https://lichess.org/jV6O26SQ/black#48,
2a5vj,1006,3q2kr/1p3pp1/6Qp/1Pn2P2/2B5/8/2K2pPP/8 w - - 0 31,g6f7 g8h7 f7g6,76,100,98,endgame mate mateIn2 short,https://lichess.org/dHxSXCXu/black#60,
fnpgl,1006,8/p7/k7/1p6/P4P2/8/1Pq5/K1Br1Q2 w - - 1 54,f1b5,225,83,34,endgame mate mateIn1 oneMove,https://lichess.org/8Qeq7dxr/black#106,
friF8,1006,5k2/R7/8/P3PBp1/3P4/4P1K1/5PbP/6r1 b - - 2 35,g2e4 g3h3 e4f5,90,94,3189,discoveredAttack endgame mate mateIn2 short,https://lichess.org/NF6V530H#69,
USpww,1006,6k1/p4ppp/3p1b2/5P2/5P2/2q3PK/2P4P/1R2r3 w - - 0 34,b1b8 c3c8 b8c8 f6d8 c8d8 e1e8 d8e8,79,86,210,backRankMate endgame mate mateIn4 veryLong,https://lichess.org/QvohlikW/black#66,
tF2z7,1006,r4rk1/p1p2pbp/1p2p1p1/1q6/2nP2PP/P3BN2/KPP1QP2/3R3R b - - 2 16,b5b2,130,70,54,mate mateIn1 middlegame oneMove,https://lichess.org/7bCuOCWj#31,Modern_Defense Modern_Defense_Mongredien_Defense
6DdSk,1006,8/6pk/2R4p/8/6PK/r6P/8/8 b - - 0 39,g7g5 h4h5 a3h3,79,90,246,deflection endgame mate mateIn2 rookEndgame short,https://lichess.org/CSg7ggj0#77,
clIlq,1006,8/p5rp/8/1p1R4/4R1Pk/2p3r1/P1P5/1K6 w - - 10 32,d5h5,97,93,991,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/jKgNkMvE/black#62,
fjPRl,1006,r2r2k1/5p2/p4QNp/1pq5/3nb3/P6P/1PP2PP1/3R1RK1 w - - 0 22,f6h8,81,90,190,master mate mateIn1 middlegame oneMove,https://lichess.org/XmIQbKke/black#42,
15UrS,1006,r2k1r2/p2n4/4p1P1/3p3Q/2qP4/Pp3P2/1P2N3/1K1R2NR b - - 0 25,c4c2 b1a1 c2d1 e2c1 d1c1,79,97,4179,fork long mate mateIn3 middlegame,https://lichess.org/ATtfPrK8#49,
7OsDd,1006,6k1/p5pp/2Q5/3p1p1q/P2Pp1n1/4P1P1/5PK1/2R5 b - - 0 32,h5h2 g2f1 h2f2,81,91,601,endgame mate mateIn2 short,https://lichess.org/azhGxfB8#63,
b31GS,1006,5rk1/Q1pR1ppp/5q2/1r4N1/8/6P1/PPP4P/1K1R4 b - - 0 21,f6b2,124,100,17,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/gNtNJmZF#41,
1JyEi,1006,5Q2/pkp5/1pp5/7q/8/1P1PP1pQ/P1P5/5R1K b - - 0 31,h5h3 h1g1 h3h2,78,91,1683,endgame hangingPiece mate mateIn2 short,https://lichess.org/Gma6hXDU#61,
QHzWr,1006,6rk/pn2br1p/1pb2q1B/4pP2/1P1pP3/P1pP1P2/2P1BK2/R4QNR b - - 6 26,f6h4 h1h4 e7h4,99,95,1002,mate mateIn2 middlegame sacrifice short,https://lichess.org/CEq9NAna#51,
W2j7E,1006,6k1/pp3ppp/4b3/6P1/4p3/1P2P2P/r7/3R2K1 w - - 0 25,d1d8,176,83,11,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/jPzBuELW/black#48,
d7uyh,1006,8/8/3p4/3P1R2/2P5/3k4/3p3r/3K4 b - - 0 48,h2h1 f5f1 h1f1,118,52,36,endgame mate mateIn2 rookEndgame short,https://lichess.org/e3aLLuK9#95,
vWoLE,1006,3r3r/q1p5/2k1p3/2np1p1p/5Bp1/8/2P1QPPP/1R3RK1 w - - 4 32,e2b5,75,100,619,mate mateIn1 middlegame oneMove,https://lichess.org/1kYIuC4g/black#62,
RzLUj,1007,rn1q1k1r/pppbp1b1/5np1/4Np2/3P4/1Q2P3/PP3PPP/RNB1K2R w KQ - 0 10,b3f7,77,96,3969,mate mateIn1 oneMove opening,https://lichess.org/2T9ZdL7N/black#18,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation
QSGng,1007,4k3/p4p2/4p3/8/2QP1P2/2P2Rpr/P3P1KP/1q6 b - - 3 27,h3h2 g2g3 b1g1,77,99,2421,endgame mate mateIn2 short,https://lichess.org/c0OB2vjd#53,
C6aOw,1007,4r1k1/pb3ppp/1p6/8/4q3/1Q4PP/PP4PK/4BR2 w - - 1 25,b3f7 g8h8 f7f8 e8f8 f1f8,90,91,200,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/pUqCdDK6/black#48,
DwQGI,1007,2k5/1p2b1pp/1KP1pp2/BP6/4n3/7P/5P2/3R4 b - - 2 42,e7c5,79,86,155,endgame master mate mateIn1 oneMove,https://lichess.org/cbCNAGsF#83,
ahetP,1007,1r5k/1p1R2r1/p1p4p/6p1/4Pb2/1B3P2/PPP1K3/7R w - - 4 24,h1h6 g7h7 h6h7,76,79,151,endgame mate mateIn2 short,https://lichess.org/EvH8SjRj/black#46,
dS2YQ,1007,r5k1/pp1n1p1p/b1p2bp1/3p2N1/3P3Q/1B5P/P4PPK/4q3 w - - 2 25,h4h7 g8f8 h7f7,76,98,1483,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/CntOPRjJ/black#48,
GwbEQ,1007,6k1/3Q2pp/p6q/1p1p4/1P2b3/P3P3/6PP/5BK1 w - - 6 25,d7e8,76,89,573,endgame mate mateIn1 oneMove,https://lichess.org/hNUsZnXQ/black#48,
9fnDt,1007,4nbk1/1pq3pp/p3N3/3pN3/1P1P4/P2b3P/6P1/5RK1 w - - 0 27,f1f8,78,100,124,mate mateIn1 middlegame oneMove,https://lichess.org/gGGcjzUG/black#52,
DZ5DR,1007,3rrbk1/p4p2/6pp/8/3R4/1QN3B1/PP3PPP/6K1 b - - 0 23,e8e1,97,94,850,backRankMate master mate mateIn1 middlegame oneMove,https://lichess.org/KtVQUSDG#45,
E5v56,1007,r1bk1bnr/pp1p2pp/8/3Nn3/4P3/8/PP4PP/5R1K w - - 0 18,f1f8,104,33,25,mate mateIn1 middlegame oneMove,https://lichess.org/nqt4eOOF/black#34,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
gtoGB,1007,RQ6/2n2pk1/3qp1p1/7p/1p1P3P/2r1PB2/5PP1/6K1 b - - 3 28,c3c1 f3d1 c1d1,127,33,13,endgame master mate mateIn2 short,https://lichess.org/akDq8EVG#55,
vf7GM,1008,r1b2rk1/3p2b1/4pq2/ppp1np1Q/2P1P3/1P1P4/PBBN1P2/2KR3R b - - 0 19,e5d3 c2d3 f6b2,87,93,498,discoveredAttack mate mateIn2 middlegame queensideAttack short,https://lichess.org/3DJ250mk#37,
2A98J,1008,2r2rk1/1q3ppp/2n2b2/N2Q4/p7/5P1P/1PPB2P1/1KR1R3 b - - 1 26,b7b2,78,100,561,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/9PHuLyCK#51,
gKbDO,1008,2kr2r1/pb5p/B4p1q/4n3/Q7/B1P1P1P1/P4P1P/R4RK1 b - - 2 19,e5f3 g1h1 h6h2,77,100,147,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/4okSNKbA#37,
kpASV,1008,r4rk1/pp3pp1/1n1bp2p/1b6/q2P3B/3QPN2/P4PPP/1BR2RK1 w - - 7 19,d3h7,147,54,45,mate mateIn1 middlegame oneMove,https://lichess.org/tlBNyxPa/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
i1ZXS,1008,8/2R5/pk1r1p2/8/6P1/7P/P1R1r3/7K b - - 2 33,d6d1,98,94,244,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/GrcQFDkW#65,
wjaQL,1008,rn2r1k1/ppp2ppp/3p4/2bq1bBP/8/3B1N2/P1P2PP1/R2QR1K1 w - - 3 16,e1e8,78,90,125,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/3aCz7nIG/black#30,Russian_Game Russian_Game_Three_Knights_Game
dOdFL,1008,5rk1/pp1qbnp1/2r1N1Qp/3pP3/8/8/PP1B1PPP/4R1K1 w - - 1 22,g6g7,76,100,117,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pueYAHnP/black#42,
mi1pN,1008,r1b1k3/pp3pp1/8/2ppP3/6Pq/1PNPp3/P1P1P1B1/R2Q1K2 b q - 2 18,h4f2,78,88,536,mate mateIn1 middlegame oneMove,https://lichess.org/t97gz4Zp#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
7mOXp,1008,k7/8/q7/4P3/8/5P2/1P1Q1P1P/7K b - - 0 39,a6f1,98,71,33,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/avzQaLBO#77,
f7AEO,1008,8/5p2/5Rp1/1pR5/p1b4p/6kP/r7/6K1 w - - 2 45,c5g5 g3h3 f6f3,76,89,612,endgame mate mateIn2 short,https://lichess.org/3uZzNMSS/black#88,
2qhQD,1008,2r5/kp5p/p4Qp1/4p3/2q2bP1/1R6/KP4BP/2r5 w - - 12 40,f6b6 a7b8 b6b7,80,91,596,mate mateIn2 middlegame short,https://lichess.org/J4Jpxb1D/black#78,
iSdvS,1008,6k1/pb1q1pb1/6Q1/8/5P2/1P5P/PB3p1K/8 w - - 0 36,g6g7,82,85,113,endgame master mate mateIn1 oneMove,https://lichess.org/mkNSqVe0/black#70,
D1zQs,1008,4Q3/8/8/p7/P1P5/7K/5k2/6q1 b - - 0 83,g1g3,79,71,82,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/BSafqdaX#165,
awyWt,1008,r2q1rk1/p4ppp/1pn1pb2/8/3pQ3/2PB1b1P/PP3PP1/R1B1K2R w KQ - 0 15,e4h7,85,100,110,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/7fCQjOgq/black#28,Queens_Pawn_Game Queens_Pawn_Game_Anti-Torre
ZJNyU,1009,rn2kb1r/pb3ppp/1p2p3/6B1/2B1P3/5N2/Pq3PPP/R2QK2R w KQkq - 0 11,d1d8,76,100,77,mate mateIn1 oneMove opening,https://lichess.org/CRPUt25W/black#20,English_Opening English_Opening_Other_variations
T8uRJ,1009,rq4rk/pp1b2bp/3N2p1/4p1P1/1n1p1P1P/1B1P4/PP6/R1B2RK1 w - - 0 24,d6f7,111,63,152,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/9olM913C/black#46,
054x7,1009,r2n3k/pbp1N3/1p2p2p/8/4P3/3B2R1/PPP5/1K6 w - - 8 28,g3g8 h8h7 e4e5 b7e4 d3e4,77,96,4214,discoveredAttack endgame exposedKing long mate mateIn3,https://lichess.org/lc6bnBNr/black#54,
BuiFZ,1009,7k/pp4pp/3P4/P7/4R2P/2p3B1/BnP3r1/5rNK b - - 0 40,f1g1,88,94,378,mate mateIn1 middlegame oneMove,https://lichess.org/KvBbgVTl#79,
4ylqb,1009,r1bq1bnr/4p1kp/p1n1P1p1/1p1p4/3p3N/5Q2/PPP2PPP/RNB1K2R w KQ - 0 10,f3f7,77,98,1054,mate mateIn1 middlegame oneMove,https://lichess.org/N8MTdsCG/black#18,Sicilian_Defense Sicilian_Defense_OKelly_Variation
xeQq3,1009,rn1qkbnr/pb1p4/1p1Pp1p1/2p1p2Q/8/2P5/PP3PPP/RNB1KB1R w KQkq - 0 11,h5g6,79,69,164,mate mateIn1 oneMove opening,https://lichess.org/G1iFy3N0/black#20,Sicilian_Defense Sicilian_Defense_Alapin_Variation
Cce1N,1009,7k/R4ppp/5n2/6q1/2Q1p3/1P2P1NP/5PPK/3r4 b - - 2 30,f6g4 h3g4 g5h4,76,100,339,endgame mate mateIn2 sacrifice short,https://lichess.org/JfOH7StP#59,
WLO7g,1009,2k4r/ppp2p2/8/8/QP2p3/4q3/P1P5/1K1R4 w - - 2 32,a4d7 c8b8 d7d8 h8d8 d1d8,79,95,2093,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/783zdshD/black#62,
Ehmmj,1009,r5rk/p7/3R3p/4pp2/8/6RP/Pq3PP1/6K1 w - - 0 32,d6h6,78,78,92,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/LaEG9YFL/black#62,
LpO1c,1009,kn1r3r/b1pbqppp/P4n2/1Q1pp3/8/1PP1PN1P/1B1P1PP1/RN3RK1 w - - 1 18,b5b7,83,75,51,mate mateIn1 oneMove opening,https://lichess.org/PO29d2wc/black#34,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
bMLQn,1009,r1b2r1k/pppp1Bp1/2n3Q1/6p1/4P2P/4PK2/P1q3P1/5R2 w - - 0 19,g6h5,76,88,233,mate mateIn1 middlegame oneMove,https://lichess.org/cpJdOFjC/black#36,Four_Knights_Game Four_Knights_Game_Italian_Variation
MmEzd,1009,8/6R1/p6p/3B3k/4P3/2r3P1/1r6/7K w - - 6 56,d5f7,80,95,1251,endgame master mate mateIn1 oneMove,https://lichess.org/kV0Ezpcf/black#110,
AqGC9,1009,7k/5R1p/p5p1/1pbr4/P6q/8/1PP2P1P/4R2K w - - 0 26,e1e8 c5f8 e8f8,76,100,284,endgame mate mateIn2 short,https://lichess.org/I45HaNgH/black#50,
jBC49,1009,3q4/p5k1/1p4Bp/3Q1Pb1/PP4p1/4p1P1/4K2P/8 w - - 1 35,d5f7 g7h8 f7h7,75,100,1361,endgame mate mateIn2 short,https://lichess.org/2QYeBKnl/black#68,
YlEQx,1009,8/p7/5k1p/1P1Q4/3p2n1/3P2Pq/P3PP2/6K1 b - - 0 32,h3h2 g1f1 h2f2,83,92,296,endgame master mate mateIn2 short,https://lichess.org/MCoQhCK8#63,
lepYD,1009,6k1/p3rpp1/1pB1pb2/1Pp1q2p/2P5/P2RP1P1/2Q2PP1/6K1 w - - 0 32,d3d8 e7e8 d8e8,142,60,27,endgame kingsideAttack mate mateIn2 short,https://lichess.org/Ym1RM7OK/black#62,
9sDBM,1009,r7/1R2pr1k/n2pNqpp/2pP4/2P1Q3/P3P3/5PPP/1R4K1 b - - 0 25,f6f2 g1h1 f2f1 b1f1 f7f1,78,81,198,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/weU2zwKD#49,
IElIl,1009,6k1/pp2bppp/2p1p3/4P3/QPP1NP2/P2q1RP1/5BKP/3r4 b - - 2 26,d3f1,95,88,45,master mate mateIn1 middlegame oneMove,https://lichess.org/WGE40077#51,
AGonu,1009,5rr1/pppq2b1/2np1pk1/4p3/4P3/2PP1Q2/PP2BPP1/RN2K3 w Q - 0 19,f3h5,78,95,773,mate mateIn1 middlegame oneMove,https://lichess.org/J8QMrKUn/black#36,Kings_Pawn_Game Kings_Pawn_Game_Napoleon_Attack
Q8DhE,1010,r1bq1knr/ppppb3/6Q1/8/N1Bnp3/8/PPPP1PPP/R1B1K2R w KQ - 1 11,g6f7,76,100,276,mate mateIn1 oneMove opening,https://lichess.org/fJzwdGRz/black#20,Bishops_Opening Bishops_Opening_Other_variations
ogGZr,1010,6rk/5Q1p/p2p1p2/8/8/2P2P2/PP3q1P/R6K b - - 0 27,f2f3,384,0,5,endgame mate mateIn1 oneMove,https://lichess.org/l6i4zOmu#53,
4EmRT,1010,4r1k1/1p2P2p/p5p1/2P2p1n/1P2rP1q/1RBQ3P/7K/8 w - - 3 41,d3d5 e4e6 d5e6,82,90,59,mate mateIn2 middlegame short,https://lichess.org/rkoZraRu/black#80,
OSCyk,1010,rnb1k2r/ppp2ppp/3p4/4p3/2BPPPnq/2P2N1P/P1P3P1/R1BQ1K1R b kq - 4 9,h4f2,77,88,768,mate mateIn1 oneMove opening,https://lichess.org/o2GvjlX4#17,Vienna_Game Vienna_Game_Other_variations
EyvWw,1010,5bk1/Q6p/4P1p1/2p5/3q1P2/7P/P3r1P1/6RK w - - 1 31,a7f7 g8h8 f7f8,168,60,34,deflection endgame mate mateIn2 short,https://lichess.org/sr74iF7B/black#60,
YXPsk,1010,4r2k/3qPQpp/5p2/p7/Pp4P1/7P/5PK1/8 w - - 7 39,f7f8 e8f8 e7f8q,76,83,178,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/oVDG5SmH/black#76,
4Kuxv,1010,7k/6pp/8/1Q3p2/8/1BNrq2P/1P4PK/5r2 w - - 0 35,b5b8 d3d8 b8d8 e3e8 d8e8,97,94,779,backRankMate endgame long mate mateIn3,https://lichess.org/G8dNnrxa/black#68,
exgya,1010,1r2rk2/2p5/2nq1nQ1/p2p4/3P4/N4P2/1PP1BP2/2K3R1 w - - 1 24,g6g7,79,95,538,mate mateIn1 middlegame oneMove,https://lichess.org/JgCVeNON/black#46,
cmxBu,1010,8/P3R1p1/5p1k/8/5PPK/r7/8/8 b - - 0 44,g7g5 f4g5 f6g5,84,92,110,endgame mate mateIn2 rookEndgame short,https://lichess.org/CyeR4RAe#87,
V9FYE,1010,r5k1/1bp2p2/p6Q/1p3pNP/5Pn1/2Pq4/PP2r1PR/R5K1 w - - 5 26,h6h7 g8f8 h7f7,75,88,365,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IhAxXZaY/black#50,
0vKQE,1011,2r3k1/1R3pp1/2q4p/8/2Q5/6PP/5P2/6K1 w - - 0 41,c4f7 g8h8 f7g7,83,70,91,endgame mate mateIn2 short,https://lichess.org/imRAUDU9/black#80,
s6pKp,1011,8/r1p1q2p/2k2p2/pR1p1Q2/P2b1B2/3n4/6PP/5K2 w - - 0 30,f5d5,91,92,591,mate mateIn1 middlegame oneMove,https://lichess.org/IDBMEujg/black#58,
8V0Nw,1011,r1b2rk1/1p3p1p/pnnPpqpP/3p2B1/8/1P3P1N/P1PQ2P1/2KR1B1R b - - 2 19,f6a1,77,88,173,master mate mateIn1 middlegame oneMove,https://lichess.org/iy4sQOKP#37,
L4uwo,1011,7R/1p3rk1/1PpQ4/2P1Pppp/8/7P/4nPPK/2q5 w - - 10 37,d6h6,77,96,1415,endgame master mate mateIn1 oneMove,https://lichess.org/Xp44YaP0/black#72,
Oixnq,1011,2rr2k1/1p1n1pp1/p5b1/3Q2Pp/q2R1B1P/2P2P2/PP2B3/2K4R b - - 2 22,a4c2,76,100,870,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/l67DLxhe#43,
jb6EP,1011,6k1/5pp1/3Rp2p/2r3b1/1r2B3/7P/1P3PP1/3R2K1 w - - 0 30,d6d8 g5d8 d1d8,101,63,28,endgame mate mateIn2 sacrifice short,https://lichess.org/kLhy0ESH/black#58,
EAmfJ,1011,8/2p2ppk/7p/3P1b2/p2B1q2/P7/Q5P1/6RK b - - 0 32,f4h4,115,100,16,endgame mate mateIn1 oneMove,https://lichess.org/gmHzMpX8#63,
