PuzzleId,Rating,FEN,Moves,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
xgwmj,830,rnbq1bkr/ppp3pp/8/3pN3/4n3/5Q2/PPPP1PPP/RNB1K2R w KQ - 0 7,f3f7,105,94,441,mate mateIn1 oneMove opening,https://lichess.org/uHL3LXvW/black#12,Russian_Game Russian_Game_Italian_Variation
HdGrR,830,r6k/pp1q2pp/1np1p3/8/3p1Q2/PP1P2nP/B1P3PK/5R2 w - - 0 22,f4f8 a8f8 f1f8,84,88,166,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/fzQXwiDD/black#42,
E5hNO,830,6rk/p1p3pp/Bp5N/3P1p2/2P5/4PPPr/P4KPq/5R2 w - - 0 31,h6f7,92,96,1183,endgame master mate mateIn1 oneMove smotheredMate,https://lichess.org/P91z1KaG/black#60,
m2zmF,830,6k1/1p3ppp/p3p3/1b2P3/P3qP2/1Q4KP/2r1r3/3R2R1 w - - 2 33,d1d8 b5e8 d8e8,81,78,193,backRankMate mate mateIn2 middlegame short,https://lichess.org/AACaR9ZM/black#64,
6AUt3,830,6k1/5p2/4p1p1/3p3p/3q4/1Q1R4/2P2PPP/r2B2K1 b - - 3 28,a1d1 d3d1 d4d1,80,83,196,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/8gPZM6Vm#55,
cfLbC,830,4r2k/3q1p1p/3p1PpQ/p1p1r1P1/4P3/Pp1P3P/6B1/R5K1 w - - 0 30,h6g7,81,73,69,endgame mate mateIn1 oneMove,https://lichess.org/8xEVzz5Z/black#58,
ramA6,830,r1r3nk/pp4pp/3B3N/1q1p4/2pP4/1nP5/RP3PPP/1N4K1 w - - 0 25,h6f7,95,80,543,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/38ySy0Mc/black#48,
Lu1gY,831,rnb2rk1/pp1p1ppp/1qp5/8/2P1n3/2P2NP1/PB2PPBP/1R1QK2R b K - 3 10,b6f2,79,100,248,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/BSC78r3a#19,English_Opening English_Opening_Kings_English_Variation
LqUXJ,831,8/pk1p3p/bpp5/6B1/3PR1n1/1BP3P1/PP3rP1/RN4K1 b - - 0 24,f2f1,82,91,313,mate mateIn1 middlegame oneMove,https://lichess.org/j36tDAJm#47,
uxGfr,831,8/3Q1p1k/4p1pp/8/5n2/1P3NqP/P5P1/7K b - - 5 49,g3g2,88,92,841,endgame mate mateIn1 oneMove,https://lichess.org/6XFMyvDq#97,
DOo8j,831,r5k1/1b3ppp/p3p3/2p5/2B3q1/P1PP2Q1/5PPP/3R2K1 b - - 2 21,g4d1,107,82,72,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/McFbNpoo#41,
CHutQ,831,2kqr3/1r3Q1R/p3p1p1/4P3/nPpP4/2B5/2K3P1/3R4 w - - 0 32,f7b7,94,93,673,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/K1V3Wa4F/black#62,
ArEC1,831,1Q6/1p3pk1/1P6/3p3p/3P3P/4PK2/5P2/6q1 b - - 6 41,g1g4,83,91,1035,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/BBSIAZ1k#81,
Ai846,831,2r3k1/5pp1/4p2p/R2p4/1P6/2BqP3/1Q3PPP/6K1 b - - 0 26,d3d1 c3e1 d1e1,82,84,121,endgame mate mateIn2 short,https://lichess.org/irHAlMrm#51,
iO4gX,831,5rk1/2R5/p5p1/4p3/P2rP2Q/1q5P/5PK1/8 w - - 0 47,h4h7,77,90,125,endgame master mate mateIn1 oneMove,https://lichess.org/pypgmi5q/black#92,
o7mtM,831,6k1/4R2p/1p2p1p1/4bp2/8/8/1r1r2PP/R4K2 w - - 9 35,a1a8 e5b8 a8b8 d2d8 b8d8,81,96,578,endgame long mate mateIn3,https://lichess.org/hyeaAW9k/black#68,
88anL,831,6k1/2q2pPp/R2p4/3n4/1p3rQ1/8/1PP3PP/6K1 w - - 0 25,a6a8 c7b8 a8b8,87,89,757,endgame mate mateIn2 short,https://lichess.org/Ln5wSFhc/black#48,
H3AZa,831,rn1q1k1r/pp4pp/2pNQpn1/4p3/6P1/2PPb2P/PP3P2/R3KB1R w KQ - 0 16,e6f7,78,82,242,mate mateIn1 middlegame oneMove,https://lichess.org/LHrWsk12/black#30,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
bQBZe,831,8/p6k/1p2BQ2/6Rp/8/q1r2P2/P5PP/K2R4 b - - 0 35,c3c1 d1c1 a3c1,76,100,71,endgame mate mateIn2 short,https://lichess.org/LFOyFqx5#69,
1Lmge,831,rk6/pp5R/4R1p1/8/5PP1/4nK1P/P7/3r2b1 w - - 5 33,e6e8 d1d8 e8d8,91,98,833,endgame mate mateIn2 short,https://lichess.org/k7AgEcEI/black#64,
1j2fp,831,rnbr1k2/1p1p3p/p1p2n2/8/P1B5/8/1PP2PPP/R1B1R1K1 w - - 0 17,c1h6,98,92,449,mate mateIn1 middlegame oneMove,https://lichess.org/vyclNKB3/black#32,Vienna_Game Vienna_Game_Stanley_Variation
CLl89,831,3r3k/p4p1p/4b2P/5p2/4p3/P1q3P1/4PPB1/3R2K1 w - - 0 28,d1d8,105,83,40,endgame mate mateIn1 oneMove,https://lichess.org/n5XTcsCG/black#54,
TwLpv,831,5k2/R4p2/5Kpp/8/5P1P/6r1/8/8 w - - 2 50,a7a8,91,80,95,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/juEghHbE/black#98,
6Kky7,831,6k1/1ppr1ppp/3q1B2/p7/P3p3/1P2P3/2Q2PPP/3R2K1 b - - 0 22,d6d1 c2d1 d7d1,106,54,32,backRankMate endgame mate mateIn2 short,https://lichess.org/TMDZem8f#43,
b36ea,831,3q3k/ppp3pp/5p2/1Q6/4rBB1/6P1/PPP4R/2K3N1 b - - 0 22,e4e1 g4d1 d8d1,76,87,185,fork mate mateIn2 middlegame short,https://lichess.org/WMJ20Eud#43,
Y6IUR,832,8/7p/pq1r2p1/5pPk/5Q2/5R2/r7/3R3K w - - 1 40,f3h3,92,96,929,endgame mate mateIn1 oneMove,https://lichess.org/WfJQRYAa/black#78,
RcXsr,832,r2q2rk/pb3p2/3bpp2/nBp4p/P7/2N2N1P/1PPQ1PP1/R4RK1 w - - 0 17,d2h6,99,26,34,mate mateIn1 middlegame oneMove,https://lichess.org/1DorxC3T/black#32,French_Defense French_Defense_Steinitz_Attack
DQzgD,832,5r2/6k1/pp1p2p1/2rP4/4R3/6R1/PP4P1/1K6 b - - 0 35,f8f1 e4e1 f1e1,82,74,206,endgame mate mateIn2 rookEndgame short,https://lichess.org/N7mf9A3Z#69,
lOKYN,832,r5k1/3b1pP1/1q2p2p/3pPnNQ/2pP4/2p3P1/2P2P2/5BK1 w - - 0 24,h5f7,90,88,70,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/vuQ3R4O3/black#46,
cqgr2,832,3r3k/p1p3p1/2p4p/5Q2/3qP2P/bP6/P5P1/1KR2R2 b - - 0 35,d4b2,79,100,188,endgame mate mateIn1 oneMove,https://lichess.org/s12sBWW7#69,
HGzkq,832,r1b1kb1r/1pqp1ppp/p1n1p3/2p5/P1B1P1n1/2NP3P/1PP1NPP1/R1BQ1RK1 b kq - 0 8,c7h2,93,87,156,mate mateIn1 oneMove opening,https://lichess.org/JyEbF5JE#15,Sicilian_Defense Sicilian_Defense_Myers_Attack
6Lo27,832,r1bqr1k1/p4ppp/3p1n2/4pP1N/4P1Q1/6RP/PPP3P1/R5K1 w - - 0 25,g4g7,81,86,60,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/e6oaquCc/black#48,
BOSib,832,r3k2r/p1p2ppp/1b6/3P4/4pBb1/4P3/PP3PPP/R3KB1R b KQkq - 0 13,b6a5 b2b4 a5b4,95,57,68,bodenMate mate mateIn2 middlegame short,https://lichess.org/dpVwgDTy#25,English_Opening English_Opening_Kings_English_Variation
9dAsW,832,7k/4b2p/pp5Q/2p5/3pq3/PP5P/6R1/7K w - - 0 35,h6g7,77,83,173,endgame mate mateIn1 oneMove,https://lichess.org/NxLcMqcN/black#68,
4P6Fg,832,4rk2/pp3p2/6pp/3p2q1/3P1B2/2PQn3/PPB3PP/5RK1 b - - 3 27,g5g2,83,98,1054,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/UYs7Oow5#53,
Rjqp5,832,r3k2r/pPp2ppp/3p4/4p3/1b2P1q1/3P1b2/PP2BPPP/R1BQ1RK1 b kq - 0 11,g4g2,94,90,160,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/VvZ0ok0A#21,English_Opening English_Opening_Kings_English_Variation
a41gC,832,r1bq1r1k/ppbp2pn/2p4p/4p3/2B4N/2P3B1/PP3PPP/R2Q1RK1 w - - 0 15,h4g6,83,100,321,mate mateIn1 oneMove opening,https://lichess.org/fXqh5R7f/black#28,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
l1ewX,832,3q1r2/1b3p2/p2p1nk1/1p2pN2/1P2P1pQ/P2rP3/6P1/R4RK1 w - - 2 27,h4h6,86,50,38,mate mateIn1 middlegame oneMove,https://lichess.org/0H06sxN6/black#52,
EgmO5,833,5rk1/6pp/p3p3/P2pPr2/2p3Q1/2P5/6PP/1R3R1K b - - 0 27,f5f1 b1f1 f8f1,157,82,39,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/ZAaWYpjt#53,
V03Lo,833,6k1/pp2p3/5b1p/5Pp1/4N3/1P1P3K/P3R2P/6r1 b - - 3 32,g5g4,87,97,286,endgame mate mateIn1 oneMove,https://lichess.org/pgT692ZG#63,
VXDTk,833,r5k1/1p4pp/p5q1/3b4/P1pPp3/B1P1P2P/5QP1/5RK1 w - - 0 26,f2f8 a8f8 f1f8,88,78,77,endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/KP1DmFzU/black#50,
md95O,833,6k1/6p1/Rp1r3p/2p3r1/8/P6P/1PP1RP2/4K3 b - - 6 36,g5g1,81,100,235,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/cEyhN3nS#71,
GYF2L,833,r3r1k1/1b3pp1/pn3q1p/2p5/7N/2P5/PPQ1RPPP/4R1K1 w - - 0 24,e2e8 a8e8 e1e8,98,86,308,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/awwYrKVe/black#46,
9zjMX,833,2nr1rk1/1p3Rpb/2p1P2p/p3q3/P1p1P1P1/2N4P/1P3QB1/5RK1 w - - 1 26,f7f8 d8f8 f2f8,102,88,340,kingsideAttack master masterVsMaster mate mateIn2 middlegame short,https://lichess.org/dirabV4b/black#50,
3b7Tj,833,7R/1N2kppp/p3p3/3pP3/5q2/K7/P7/2R5 w - - 0 29,c1c7,97,100,48,endgame mate mateIn1 oneMove,https://lichess.org/8WnrCfPt/black#56,
baakR,833,r4rk1/1b5p/2pp2PQ/4p2p/4P3/2PP1P2/1P6/1KNq4 w - - 0 32,h6h7,97,95,588,endgame mate mateIn1 oneMove,https://lichess.org/EKWFCAhA/black#62,
MAHyv,833,r3qr1k/1bpn2p1/p3pbQp/1p6/3P1B2/2PB4/PP3PPP/4RRK1 w - - 1 16,g6h7,94,93,753,mate mateIn1 middlegame oneMove,https://lichess.org/gxbCMczw/black#30,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
krnk2,833,Q7/6pk/5r1p/4n3/2p1N3/8/PPP2qPP/3R3K b - - 3 31,f2f1 d1f1 f6f1,93,96,386,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/NmLO2DeW#61,
3z7I2,833,2r1kb1r/ppP1pp1p/5p2/2B5/8/3B1P1P/P1PQKP2/7q w k - 1 18,d3b5,87,94,502,mate mateIn1 middlegame oneMove,https://lichess.org/MQ2GR6gU/black#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
ImhG2,833,8/7R/2k1pBp1/8/6nP/r1P2P2/6P1/6K1 b - - 0 34,a3a1,79,100,178,endgame mate mateIn1 oneMove,https://lichess.org/Gr6VxFzI#67,
KgYaW,833,1k3brr/pp3R2/2p4p/4p2B/5P2/8/PP6/1K1R4 w - - 0 31,d1d8,96,100,35,endgame mate mateIn1 oneMove,https://lichess.org/RYmvsGjJ/black#60,
Gcl0t,833,2kr3r/2pqn1pp/1p2p3/p4p2/P2PQPPP/1PP5/5P2/2KR3R w - - 0 20,e4a8,80,100,898,mate mateIn1 middlegame oneMove,https://lichess.org/5FPRNDqD/black#38,
jsRMN,833,2k2r2/p3R2p/1p1P2p1/6N1/3p2P1/4n3/PP5P/6K1 b - - 0 33,f8f1,121,88,64,endgame mate mateIn1 oneMove,https://lichess.org/08rEujH3#65,
0CMyW,833,4rrk1/6pp/p3Pq2/1pR4Q/4p3/8/P3B1PP/5R1K b - - 0 32,f6f1 e2f1 f8f1,101,90,1175,backRankMate mate mateIn2 middlegame short,https://lichess.org/S7irFWjR#63,
Fvsyk,833,6k1/p4Rp1/2pp2Pp/2p5/P7/7P/1PP1rQ1K/4q3 w - - 3 36,f7f8,77,100,109,endgame mate mateIn1 oneMove,https://lichess.org/TYfp60QG/black#70,
l6OkG,833,6k1/5ppp/p1p1r1q1/3p1b2/3P3Q/P1N3P1/1P3P2/4R1K1 w - - 0 27,h4d8 e6e8 d8e8,94,96,1095,endgame mate mateIn2 short,https://lichess.org/zKnwxGR5/black#52,
axToh,833,3r3k/2R1N2p/N4r2/1p3pp1/1P6/P5P1/5PP1/6K1 b - - 0 35,d8d1 g1h2 f6h6,104,93,267,endgame mate mateIn2 short,https://lichess.org/9IKbBvkt#69,
jo3yV,834,4rR2/1pp3pk/p5n1/3pq3/6Q1/6B1/PPR3PP/7K b - - 0 29,e5e1 g3e1 e8e1 f8f1 e1f1,79,100,319,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/7g6bwZ8f#57,
EWxRP,834,4r1r1/pp1b3k/2p2b1p/3ppq1P/5p2/2PP1B1P/PP1BQP1K/R3N2R b - - 2 23,f5h3,83,86,96,master mate mateIn1 middlegame oneMove,https://lichess.org/qchS3SHt#45,
RVQNn,834,8/p7/5k2/6pK/1P1nQbP1/P7/7P/7r b - - 0 39,h1h2,102,91,598,endgame mate mateIn1 oneMove,https://lichess.org/15v3t8RR#77,
uE7o0,834,r5k1/p2pqp1p/1p3p2/2b4Q/2P5/7R/P4rPP/R6K w - - 8 24,h5h7 g8f8 h7h8,95,96,206,mate mateIn2 middlegame short,https://lichess.org/BQFy2TzD/black#46,
HcvZy,834,3N4/2k3p1/3bp2r/3p4/P2P1q1p/2P4P/4QPP1/RR4K1 b - - 0 27,f4h2 g1f1 h2h1,81,94,104,mate mateIn2 middlegame short,https://lichess.org/4XWC4W1b#53,
KRQFu,834,7k/3n2pp/PpR5/1P2pp1q/3p3B/1Q1Pn1PK/R4P1P/8 b - - 6 34,h5g4,104,96,471,mate mateIn1 middlegame oneMove,https://lichess.org/FHflqp6l#67,
UO8ua,834,r2q1rk1/1b1p1ppp/pbnP4/3n2N1/1p3P2/3Q3P/1PP1N1P1/R1B1K2R w KQ - 0 19,d3h7,97,79,267,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/VzPQaJ46/black#36,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
ftXFm,834,4r1rk/1p1n2pp/5p2/1p6/p2P4/4BP1R/1q1bKP2/2R4Q w - - 0 34,h3h7,110,89,647,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/iRszULJD/black#66,
SbrXj,834,r3r2k/1b5p/pq1pB1p1/3P1p2/5P2/P1bQ2P1/1P2K2P/R6R w - - 0 28,d3c3 b6d4 c3d4,105,95,599,mate mateIn2 middlegame short,https://lichess.org/xlm0pUjf/black#54,
rNGUj,834,r2q1rk1/1pp2ppn/3pb2P/8/p2QP2b/2N2P2/PPP1B2P/2KR3R w - - 0 15,d4g7,98,92,489,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jRaMi8eX/black#28,Scotch_Game Scotch_Game_Other_variations
Mcw8I,834,r6k/p5pp/1P4q1/7n/3Qb3/P6P/3B1PP1/R4RK1 b - - 0 23,g6g2,90,88,70,mate mateIn1 middlegame oneMove,https://lichess.org/uUvgES1P#45,
V4C5m,834,r2r3k/p6p/b1p1pp2/2qpN3/4nBQ1/4P3/P1P2P1P/R3R1K1 w - - 2 19,e5f7,86,100,271,mate mateIn1 middlegame oneMove,https://lichess.org/PDiEfKYo/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
hut9l,834,7k/p4B1p/1p3b2/1Pp2p2/P3pPp1/1N1qP3/3Q3P/5R1K b - - 2 32,d3f1,79,100,203,endgame hangingPiece kingsideAttack mate mateIn1 oneMove,https://lichess.org/puAa78te#63,
k8WMy,834,8/8/6p1/3k1p2/1p1P4/1PpKPP2/r7/7R b - - 0 44,a2d2,101,94,418,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/xjHq4sdg#87,
3apkB,834,8/6pp/4Qpk1/3p4/3Pn3/P3P3/1Pq2PPP/4R1K1 b - - 0 28,c2f2 g1h1 f2e1,77,100,273,backRankMate endgame fork mate mateIn2 short,https://lichess.org/Gq5wxP4Q#55,
tri78,834,2k4r/1pp1n3/5p2/6B1/3Q4/2P4q/PP2PP1P/R4RK1 b - - 2 25,h3h2,77,100,97,mate mateIn1 middlegame oneMove,https://lichess.org/o3RE0DS8#49,
2O4DH,834,5k2/1p2R3/p2p3P/2pr4/P7/6Q1/1Pn2PPK/3q4 w - - 1 41,g3g7,78,91,726,endgame mate mateIn1 oneMove,https://lichess.org/Qv6KSDBM/black#80,
cfLjz,835,1r5k/6pp/8/5p2/2Q1p3/7P/1q3PP1/2R3K1 w - - 2 45,c4c8 b8c8 c1c8,102,85,290,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/FSPOvLq1/black#88,
1iLXK,835,4R3/1p3p1k/2p2Bp1/p2b1B1q/2PP4/6Q1/PP3P1P/6K1 b - - 0 30,h5d1 e8e1 d1e1,83,99,2163,endgame mate mateIn2 short,https://lichess.org/M2NuKSjF#59,
UAd26,835,r1b1k2r/pp3ppp/1bPp4/1B2q3/4P1n1/2N5/PPP2PPP/R1BQ1RK1 b kq - 0 12,e5h2,81,100,424,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/e5xi4MOz#23,Petrovs_Defense Petrovs_Defense_Stafford_Gambit
z8UMy,835,1r2r3/p5bk/6pp/2N5/8/B4B2/PP1p1PPP/3R2K1 b - - 1 29,e8e1 d1e1 d2e1q,101,95,634,advancedPawn mate mateIn2 middlegame promotion short,https://lichess.org/n4lCuD4e#57,
3kjDg,835,2rq1rk1/1p1bbpp1/p3p2p/3p4/5P2/1Pn1P3/PBQP2PP/1BR2RK1 w - - 0 17,c2h7,80,97,327,mate mateIn1 middlegame oneMove,https://lichess.org/Br0DiYJK/black#32,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
sfv00,835,8/8/8/3R4/2P2rpk/1B6/P5P1/7K b - - 3 40,f4f1 h1h2 g4g3,79,82,81,endgame mate mateIn2 short,https://lichess.org/Q8blaOgx#79,
WYkgr,835,5rk1/p5p1/3PR3/2P5/7p/3N2n1/PP4P1/6K1 b - - 0 33,f8f1 g1h2 f1h1,80,90,222,endgame hookMate mate mateIn2 short,https://lichess.org/sXljolGf#65,
n676E,835,3r2k1/R5p1/4pp1p/8/8/5R2/PPP1r1PP/2K5 b - - 1 30,e2e1,99,86,379,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/M0fQKUbH#59,
cMTUA,835,r1b1r1k1/pp3ppp/B2p4/3p4/3P4/5N2/PPP3PP/4R2K w - - 0 18,e1e8,129,39,41,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/ZJLNg4IF/black#34,Petrovs_Defense Petrovs_Defense_Other_variations
LDKDm,835,4Q1nk/6p1/4RpPp/3p3P/2q2b2/K7/8/8 w - - 6 44,e8g8 h8g8 e6e8,103,95,930,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/nPLndrgE/black#86,
opBPR,835,8/pp3pk1/6p1/Q3P2p/5b2/8/PPr2NPP/1KR5 b - - 0 26,c2c1,94,94,796,endgame mate mateIn1 oneMove,https://lichess.org/BJBWthvI#51,
ymGIv,835,3r1r1k/1bq1bpp1/p3p3/1p4B1/3NB1n1/2N5/PPP1QPPP/R2R2K1 b - - 0 18,c7h2 g1f1 h2h1,79,100,232,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/L4aI64K0#35,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
sXTEY,835,7k/8/p4Rp1/1p1p2p1/3P2Pb/1P6/P3r1r1/5R1K w - - 4 39,f6f8 h8g7 f1f7 g7h6 f8h8,79,85,162,endgame exposedKing long mate mateIn3,https://lichess.org/6rygY0Pq/black#76,
H7rDy,836,r3k1nr/ppp3pp/1b2Nq2/3Pp3/5P2/6P1/P5P1/RNBQ1R1K b kq - 0 16,f6h6 d1h5 h6h5,98,96,194,mate mateIn2 opening short,https://lichess.org/XKPWZrfQ#31,Italian_Game Italian_Game_Evans_Gambit
iNh9f,836,3r2k1/p1R3pp/2p2p2/4p2Q/2Pq4/7P/P5PK/8 w - - 1 31,h5f7 g8h8 f7g7,76,78,226,endgame mate mateIn2 short,https://lichess.org/MixtJgTl/black#60,
OLs0Z,836,r5k1/2q2ppp/p6r/1pp3N1/3p4/P2P1Q2/1PP2PP1/3R1RK1 b - - 0 22,c7h2,82,70,72,mate mateIn1 middlegame oneMove,https://lichess.org/Hacmtlgc#43,
Qaubs,836,1r4k1/5ppp/2Pp4/1R6/q1P2Q2/p1R4P/P2P2P1/K7 b - - 0 27,a4d1 c3c1 d1c1 b5b1 b8b1,100,93,577,endgame long mate mateIn3,https://lichess.org/C69jppFp#53,
zOg2r,836,r1b2rk1/ppp2ppp/2np1n1B/4q3/2B1P3/2PP2Q1/P1P3PP/R3K1NR w KQ - 6 11,g3g7,80,100,150,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JyH4I8oO/black#20,Bishops_Opening Bishops_Opening_Other_variations
j7vTB,836,r3brk1/6p1/pq2NnQp/1p1p4/5P2/4P2R/P3B1PP/R5K1 w - - 1 24,g6g7,96,97,1588,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/ShiyJ0eH/black#46,
9VoBr,836,8/6bp/5pq1/p6k/5Q2/6P1/5P1K/8 w - - 2 46,f4h4,99,94,190,endgame master mate mateIn1 oneMove,https://lichess.org/ZscsFG49/black#90,
wumtR,836,2r3k1/Q6p/4qppP/8/6P1/2N5/PPK5/8 w - - 3 38,a7g7,80,84,218,endgame master mate mateIn1 oneMove,https://lichess.org/jDzGK2Gz/black#74,
pLvjE,836,rn3k2/pq3rp1/7p/1p1Q4/1P6/5N1P/1P3PP1/2B2RK1 w - - 7 25,d5d8,77,86,223,mate mateIn1 middlegame oneMove,https://lichess.org/aOhTFdnr/black#48,
tKfVm,836,5r1k/6pp/pq6/1p1QN2N/6b1/8/PP3PPP/R5K1 b - - 0 24,b6f2 g1h1 f2f1 a1f1 f8f1,94,65,37,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/MVh1I5af#47,
IXqrY,836,2r2rk1/p4q1p/b1nNR1p1/P2Q4/1P6/2P5/5PPP/R5K1 b - - 2 25,f7f2 g1h1 f2f1 a1f1 f8f1,86,100,7234,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/54wEiuWr#49,
AE9f2,836,r1b2kr1/ppNp1p1p/5P1q/4Q3/1b1pP3/8/PPP3PP/R2K1B1R b - - 4 18,h6d2,88,100,45,mate mateIn1 middlegame oneMove,https://lichess.org/n0vEs8Ez#35,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
zt8kz,836,r2QRnk1/r4pp1/2p1b1qp/3p4/1P6/5P2/6PP/4R1K1 w - - 6 34,e8f8 g8h7 f8h8,78,89,278,mate mateIn2 middlegame short,https://lichess.org/fDOsWHjw/black#66,
4NglG,836,1r2k3/p3rq1p/5npP/3R1p2/3Q4/7P/1P3P2/3R2K1 w - - 5 35,d5d8 b8d8 d4d8,79,100,104,master mate mateIn2 middlegame short,https://lichess.org/yeCgN8d3/black#68,
FXmDo,836,4b1rk/R1RQ4/1p1p3q/8/2P4p/2P1rP2/6P1/7K w - - 6 41,d7h7 h6h7 c7h7,76,100,937,mate mateIn2 middlegame short,https://lichess.org/WiS5rfXc/black#80,
TQenn,836,r4k2/4pp1p/4b1p1/p2pQ3/3P1PP1/2n5/1qP4P/3R1RK1 w - - 5 27,e5h8,96,94,428,mate mateIn1 middlegame oneMove,https://lichess.org/Hvvha5ij/black#52,
3W3SA,836,3r1rk1/6pp/8/p2qQ3/8/1P4P1/PB3P1P/6K1 w - - 0 23,e5g7,94,86,433,endgame master mate mateIn1 oneMove,https://lichess.org/9ddGVG1g/black#44,
u0bc0,836,r3k3/ppq2p1r/4pBp1/2pp4/8/1P1P4/P1PNQPP1/R3R1K1 b q - 0 17,c7h2 g1f1 h2h1,102,55,22,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/WFAWwmBP#33,Scandinavian_Defense Scandinavian_Defense_Other_variations
nShme,836,5rk1/1pp2R2/1b1pRQ1p/1P1q4/P7/8/5PPP/6K1 b - - 0 32,d5d1 e6e1 d1e1,101,97,1523,endgame mate mateIn2 short,https://lichess.org/RoCGEEKT#63,
jg42S,836,6k1/p1q4p/bp3rpQ/2p5/8/2Pr2P1/PP3P1P/R3R1K1 w - - 0 22,e1e8 f6f8 h6f8,89,69,39,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Z6lZQq0P/black#42,
3SdTt,837,r2kr3/3n2Q1/2p1p2p/p3N3/3P3P/4q1P1/P1P3PK/8 w - - 0 25,g7d7,76,100,214,endgame mate mateIn1 oneMove,https://lichess.org/Bw2343yo/black#48,
8uRPh,837,6k1/p4p1p/1p2qP2/8/3RP3/P5PP/1P4K1/8 w - - 0 37,d4d8 e6e8 d8e8,171,82,10,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/4VqPxhGb/black#72,
6ilZm,837,r2qbrk1/1p2bppp/p3p3/3pn3/P2P1B2/2PQ3P/1PB2PP1/R3R1K1 w - - 0 18,d3h7,91,96,767,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OD3h6jaC/black#34,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
JtFEd,837,5r2/6kp/R5p1/1p6/4Pn2/1BP5/PP4PP/6K1 b - - 0 33,f4e2 g1h1 f8f1,79,80,90,backRankMate endgame mate mateIn2 short,https://lichess.org/icW3UO2t#65,
pfCXb,837,6k1/5pp1/p3p2n/1p1q2N1/4n2P/6P1/2Q2PK1/8 w - - 0 39,c2c8 d5d8 c8d8,97,100,36,endgame master mate mateIn2 short,https://lichess.org/IkIO025B/black#76,
s57Ya,837,r6k/2qP2pp/4Qb2/4p3/8/6P1/5P1P/5BK1 w - - 0 41,e6e8 a8e8 d7e8q,92,100,34,advancedPawn backRankMate endgame mate mateIn2 promotion short,https://lichess.org/eueiqKGo/black#80,
YtU9F,837,1k3r2/p5p1/1pB5/3P4/P5P1/1Q5p/1P2p2P/2R4K b - - 0 31,f8f1 c1f1 e2f1q,94,79,131,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/1OruM5uT#61,
WoCrk,837,3r2k1/1QP2ppp/4p3/p7/3q1P2/8/P5PP/2R4K b - - 2 33,d4d1 c1d1 d8d1,120,100,26,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/G9TNUnLw#65,
